,Name,2017 NAICS Code,Emissions (tCO2e),2017 NAICS Title,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,PARENT EMISSIONS AMT,symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,date,type,iexId,region,currency,isEnabled,figi,cik,lei,marketcap,week52high,week52low,week52highSplitAdjustOnly,week52lowSplitAdjustOnly,week52change,sharesOutstanding,float,avg10Volume,avg30Volume,day200MovingAvg,day50MovingAvg,employees,ttmEPS,ttmDividendRate,dividendYield,nextDividendDate,exDividendDate,nextEarningsDate,peRatio,beta,maxChangePercent,year5ChangePercent,year2ChangePercent,year1ChangePercent,ytdChangePercent,month6ChangePercent,month3ChangePercent,month1ChangePercent,day30ChangePercent,day5ChangePercent
NEXTERA ENERGY INC,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",211120,273955.804,Crude Petroleum Extraction ,,2020,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",601 Travis Street,Houston,TX,77002,,700 Universe Blvd,Juno Beach,FL,33408,100.0,211120,273955.804,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Gulf Power Company Transmission and Distribution,221121,1388.52,Electric Bulk Power Transmission and Control ,,2020,Gulf Power Company Transmission and Distribution,One Energy Place,Pensacola,FL,32520,,700 Universe Blvd,Juno Beach,FL,33408,100.0,221121,1388.52,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Okeechobee Clean Energy Center,221112,3126417.25,Fossil Fuel Electric Power Generation ,110070396288.0,2020,Okeechobee Clean Energy Center,3193 NE 366th Trail,Okeechobee,FL,34972,OKEECHOBEE COUNTY,700 Universe Boulevard,Juno Beach,FL,33408,100.0,221112,3126417.25,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Ponderosa Gathering LLC,486210,124550.928,Pipeline Transportation of Natural Gas,110070716042.0,2020,Ponderosa Gathering LLC,"601 Travis Street, Suite 1900",Houston,TX,77002,HARRIS COUNTY,"601 Travis Street, Suite 1900",Houston,TX,77002,100.0,486210,124550.92800000001,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,Agua Dulce Compressor Station,486210,52394.078,Pipeline Transportation of Natural Gas,110070931008.0,2020,Agua Dulce Compressor Station,"601 Travis Street, Suite 1900",Houston,TX,77002,HARRIS COUNTY,601 Travis Street,Houston,TX,77002,100.0,486210,52394.078,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NEXTERA ENERGY INC,"Trinity Operating (USG), LLC - Arkla Basin (230)",211130,28062.56,Natural Gas Extraction ,,2020,"Trinity Operating (USG), LLC - Arkla Basin (230)",601 Travis Street,Houston,TX,77002,,"604 Travis Street, Ste 1900",Houston,TX,77002,100.0,211130,28062.56,NEE,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308.0,,162230582725,93.21,69.41,93.73,69.79,0.038054909983428004,1964439781,0,7338630,7504813,82.94,82.74,2018,1.81,1.5685251606453852,0.018941252996563,,2022-02-28,2022-04-21,45.40458514556955,0.5214667764923211,1.692443373666336,1.829427964219576,0.44599561713682,0.047893583312664,-0.10809104989132501,0.024090425663476002,0.0008254604389320001,0.010124420590387,0.0036359229184340005,-0.038099663143222
NORTHWEST NATURAL HOLDING CO,NW Natural - Oregon,221210,57589.55,Natural Gas Distribution ,110004773594.0,2020,NW Natural - Oregon,220 NW 2nd Ave,Portland,OR,97209,MULTNOMAH COUNTY,220 NW 2nd Ave,Portland,OR,97209,100.0,221210,57589.55,NWN,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_544C505244372D52,US,USD,True,BBG00KXKRKY3,1733998.0,,1708659851,57.63,42.63,57.63,43.07,-0.065481844530502,34255410,0,264297,398533,48.12,53.07,1216,2.56,1.896173645415561,0.038014708208010006,2022-04-28,2022-01-28,2022-05-04,21.720436412172983,0.387395574739245,-0.176013876269926,-0.176013876269926,-0.129726268553073,-0.06311748221275501,0.033086522031792,0.074377139115469,0.01152054575062,-0.060640301318267004,-0.062053403535163004,-0.029760746936393002
NORTHWEST NATURAL HOLDING CO,NW Natural - Washington,221210,8790.85,Natural Gas Distribution ,110007741658.0,2020,NW Natural - Washington,220 NW 2nd Ave.,Portland,OR,97209,CLACKAMAS COUNTY,220 NW 2nd Ave,Portland,OR,97209,100.0,221210,8790.85,NWN,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_544C505244372D52,US,USD,True,BBG00KXKRKY3,1733998.0,,1708659851,57.63,42.63,57.63,43.07,-0.065481844530502,34255410,0,264297,398533,48.12,53.07,1216,2.56,1.896173645415561,0.038014708208010006,2022-04-28,2022-01-28,2022-05-04,21.720436412172983,0.387395574739245,-0.176013876269926,-0.176013876269926,-0.129726268553073,-0.06311748221275501,0.033086522031792,0.074377139115469,0.01152054575062,-0.060640301318267004,-0.062053403535163004,-0.029760746936393002
O-I GLASS INC,OWENS BROCKWAY GLASS CONTAINER INCORPORATED,327213,71807.224,Glass Container Manufacturing ,110000598586.0,2020,OWENS BROCKWAY GLASS CONTAINER INCORPORATED,2401 Old SHAWNEE Road,MUSKOGEE,OK,74403,MUSKOGEE COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,71807.224,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 28,327213,109283.576,Glass Container Manufacturing ,110064133325.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 28,11133 Eastman Park Drive,Windsor,CO,80550,WELD COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,109283.576,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS BROCKWAY GLASS CONTAINER INC. PLT 19,327213,83143.144,Glass Container Manufacturing ,110010267861.0,2020,OWENS BROCKWAY GLASS CONTAINER INC. PLT 19,3831 ROUTE 219 N,Brockport,PA,15823,JEFFERSON COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,83143.144,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLT 18,327213,22122.38,Glass Container Manufacturing ,110043796238.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC PLT 18,1260 Cherry Street,BROCKWAY,PA,15824,JEFFERSON COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,22122.38,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #35,327213,78718.884,Glass Container Manufacturing ,110000582628.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #35,7134 COUNTY HOUSE RD.,AUBURN,NY,13021,CAYUGA COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,78718.884,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC.,327213,89060.9,Glass Container Manufacturing ,110000485421.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC.,14700 W SCHULTE RD.,TRACY,CA,95376,SAN JOAQUIN COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,89060.9,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 09,327213,67168.02,Glass Container Manufacturing ,110000437812.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 09,901 N SHABBONA ST,STREATOR,IL,61364,LASALLE COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,67168.02,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLANT NO 12,327213,78983.236,Glass Container Manufacturing ,110000384496.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC PLANT NO 12,1700 STATE STREET,ZANESVILLE,OH,43701,MUSKINGUM COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,78983.236,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06,327213,62548.384,Glass Container Manufacturing ,110009716469.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06,9698 OLD US HIGHWAY 52,LEXINGTON,NC,27295,DAVIDSON COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,62548.38399999999,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 29,327213,48464.524,Glass Container Manufacturing ,110008185052.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 29,29 GLASSBLOWER LN,RINGGOLD,VA,24586,PITTSYLVANIA COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,48464.524,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PlANT 26,327213,55300.548,Glass Container Manufacturing ,110000341657.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC. PlANT 26,150 INDUSTRIAL BOULEVARD,TOANO,VA,23168,JAMES CITY COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,55300.547999999995,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 21,327213,21193.232,Glass Container Manufacturing ,110000487660.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 21,9710 NORTHEAST GLASS PLANT ROAD,PORTLAND,OR,97220,MULTNOMAH COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,21193.232000000004,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 08,327213,70195.42,Glass Container Manufacturing ,110000846167.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 08,2481 S BROOKSIDE RD,LAPEL,IN,46051,MADISON COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,70195.42,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #15,327213,95670.392,Glass Container Manufacturing ,110000460554.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #15,5220 BEVERLY DR.,WACO,TX,76711,MCLENNAN COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,95670.392,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #23,327213,61258.576,Glass Container Manufacturing ,110002631073.0,2020,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #23,2901 FRUITLAND AVE.,VERNON,CA,90058,LOS ANGELES COUNTY,One Michaels Way,Perrysburg,OH,43551,100.0,327213,61258.575999999994,OI,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4B354A5854482D52,US,USD,True,BBG000CNWNL6,812233.0,XRT4MR5HXMYMNAZQA715,2045553917,19.46,10.64,19.46,10.64,-0.106412005457026,156149154,0,1028929,1142020,12.89,12.64,26500,0.0,0.0,0.0,,,2022-04-25,0.0,1.263724489051007,-0.275546658113324,-0.32731856857499303,0.9436201780415431,-0.10762942779291501,0.088944305901911,-0.11366711772665701,-0.082633053221288,0.09991603694374401,-0.0038022813688210005,0.0
ONE GAS INC,Kansas Gas Service,221210,96672.4,Natural Gas Distribution ,110043794276.0,2020,Kansas Gas Service,7421 W. 129th St,Overland Park,KS,66213,JOHNSON COUNTY,15 E 5th Street,Tulsa,OK,74103,100.0,221210,96672.4,OGS,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_44353435534E2D52,US,USD,True,BBG004WQKD07,1587732.0,549300HXDWI0LATTX840,4815075509,92.26,61.48,92.26,62.52,0.140339078582454,54089817,0,273697,280707,75.35,86.81,3700,3.85,2.331497725418248,0.026190718101755002,,2022-02-24,2022-05-02,23.32501191344449,0.23152815401735402,1.6894259818731112,0.48894746701635106,0.107426049268143,0.151335572544358,0.15674085470440802,0.333638952684431,0.11589543024400001,0.046063454759107,0.06674655482324701,-0.031127557683935003
ONE GAS INC,Oklahoma Natural Gas Co.,221210,149571.85,Natural Gas Distribution ,110043782804.0,2020,Oklahoma Natural Gas Co.,401 N. Harvey,Oklahoma City,OK,73101,OKLAHOMA COUNTY,15 E. 5th St.,Tulsa,OK,74103,100.0,221210,149571.85,OGS,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_44353435534E2D52,US,USD,True,BBG004WQKD07,1587732.0,549300HXDWI0LATTX840,4815075509,92.26,61.48,92.26,62.52,0.140339078582454,54089817,0,273697,280707,75.35,86.81,3700,3.85,2.331497725418248,0.026190718101755002,,2022-02-24,2022-05-02,23.32501191344449,0.23152815401735402,1.6894259818731112,0.48894746701635106,0.107426049268143,0.151335572544358,0.15674085470440802,0.333638952684431,0.11589543024400001,0.046063454759107,0.06674655482324701,-0.031127557683935003
ONE GAS INC,Texas Gas Service,221210,120718.3,Natural Gas Distribution ,110043812924.0,2020,Texas Gas Service,1301 S Mopac Expressway,Austin,TX,78746,TRAVIS COUNTY,15 E. 5th St.,Tulsa,OK,74103,100.0,221210,120718.3,OGS,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_44353435534E2D52,US,USD,True,BBG004WQKD07,1587732.0,549300HXDWI0LATTX840,4815075509,92.26,61.48,92.26,62.52,0.140339078582454,54089817,0,273697,280707,75.35,86.81,3700,3.85,2.331497725418248,0.026190718101755002,,2022-02-24,2022-05-02,23.32501191344449,0.23152815401735402,1.6894259818731112,0.48894746701635106,0.107426049268143,0.151335572544358,0.15674085470440802,0.333638952684431,0.11589543024400001,0.046063454759107,0.06674655482324701,-0.031127557683935003
