Parent,Subsidiary,ticker
WESTERN MIDSTREAM PARTNERS LP,Green River Basin - G&B - AAPG Province 535,WES
WESTERN MIDSTREAM PARTNERS LP,Mentone Gas Plant,WES
WESTERN MIDSTREAM PARTNERS LP,Latham Gas Plant,WES
WESTROCK CO,"WestRock Kraft Paper, LLC",WRK
WESTROCK CO,"SP Fiber Technologies Southeast, LLC",WRK
WESTROCK CO,"WestRock Virginia, Covington",WRK
WESTROCK CO,"WestRock Coated Board, LLC",WRK
WESTROCK CO,"WestRock CP, LLC - Florence Mill",WRK
WESTROCK CO,"WestRock Charleston Kraft, LLC",WRK
WESTROCK CO,WestRock Tacoma Mill,WRK
WESTROCK CO,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",WRK
WESTROCK CO,"WESTROCK TEXAS, L.P.",WRK
WESTROCK CO,WESTROCK (DALLAS MILL),WRK
WESTROCK CO,"WESTROCK CP, LLC - HODGE MILL",WRK
WESTROCK CO,"WestRock CP, LLC - West Point Mill",WRK
WESTROCK CO,WESTROCK CONVERTING COMPANY - STROUDSBURG MILL,WRK
WESTROCK CO,WestRock Converting LLC - Missisquoi Mill,WRK
WESTROCK CO,WESTROCK LONGVIEW LLC,WRK
WESTROCK CO,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",WRK
WESTROCK CO,WestRock MN Corporation,WRK
WESTROCK CO,WESTROCK CONVERTING COMPANY - CHATTANOOGA MILL,WRK
WESTROCK CO,"WestRock CP, LLC - Seminole Mill (Formerly Smurfit-Stone)",WRK
WESTROCK CO,"WESTROCK CALIFORNIA, LLC",WRK
WESTROCK CO,"West Rock Mill Company, LLC",WRK
WESTROCK CO,"WestRock CP, LLC - Stevenson Mill",WRK
WESTROCK CO,"WestRock CP, LLC--Hopewell Mill (Formerly RockTenn)",WRK
WESTROCK CO,MW Custom Paper LLC- Paint St Landfill,WRK
WESTROCK CO,MW Custom Paper LLC- Holston Landfill,WRK
WESTROCK CO,"WestRock Container, LLC",WRK
WESTROCK CO,"WestRock - Solvay, LLC",WRK
WESTROCK CO,"Seven Hills Paperboard, LLC",WRK
WESTROCK CO,"Green Power Solutions of Georgia, LLC",WRK
WEYERHAEUSER CO,Luz Solar Partners III - VII,WY
WEYERHAEUSER CO,Luz Solar Partners III - VII,WY
WEYERHAEUSER CO,Weyerhaeuser NR- Columbia Falls,WY
WHITING PETROLEUM CORP,Whiting Oil and Gas Corporation 540 Denver Basin,WLL
WHITING PETROLEUM CORP,Whiting Oil and Gas Corporation 430 Permian Basin,WLL
WHITING PETROLEUM CORP,Whiting Oil and Gas Corporation 395 Williston Basin,WLL
