Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Healthcare services group inc,HCSG,"",634827.0,11294000.0,0.00232112,,1727,634827.0,,new,0.8578859,Q4 2021,INDUSTRIALS,13F,12/31/2021,17.79,17.11
Fisker inc,FSR,"",716681.0,11273000.0,0.0023168,,1728,716681.0,,new,0.4358353,Q4 2021,FINANCE,13F,12/31/2021,15.73,12.42
Ew scripps company cl a,SSP,"",580385.0,11230000.0,0.00230797,,1729,580385.0,,new,0.8206332,Q4 2021,COMMUNICATIONS,13F,12/31/2021,19.35,18.04
Sotera health co,SHC,"",472331.0,11123000.0,0.00228598,,1730,472331.0,,new,0.1669432,Q4 2021,HEALTH CARE,13F,12/31/2021,23.55,21.76
Kaman corp class a,KAMN,"",257400.0,11107000.0,0.00228269,,1731,257400.0,,new,0.9232154,Q4 2021,INDUSTRIALS,13F,12/31/2021,43.15,42.66
Sinclair broadcast group inc  class a,SBGI,"",420015.0,11101000.0,0.00228145,,1732,420015.0,,new,0.8114154,Q4 2021,COMMUNICATIONS,13F,12/31/2021,26.43,22.87
World wrestling entertainment inc,WWE,"",224559.0,11080000.0,0.00227714,,1733,224559.0,,new,0.5130868,Q4 2021,COMMUNICATIONS,13F,12/31/2021,49.34,60.01
Huron consulting group inc,HURN,"",221707.0,11063000.0,0.00227364,,1734,221707.0,,new,1.0115479,Q4 2021,INDUSTRIALS,13F,12/31/2021,49.9,53.74
Varex imaging corp,VREX,"",349509.0,11027000.0,0.00226625,,1735,349509.0,,new,0.8825985,Q4 2021,HEALTH CARE,13F,12/31/2021,31.55,20.73
Apartment investment and management co,AIV,"",1426526.0,11013000.0,0.00226337,,1736,1426526.0,,new,0.9350818,Q4 2021,REAL ESTATE,13F,12/31/2021,7.72,6.92
Lendingtree inc,TREE,"",89093.0,10923000.0,0.00224487,,1737,89093.0,,new,0.6870893,Q4 2021,FINANCE,13F,12/31/2021,122.6,104.17
Carpenter technology corp.,CRS,"",371422.0,10842000.0,0.00222822,,1738,371422.0,,new,0.7694760,Q4 2021,MATERIALS,13F,12/31/2021,29.19,42.46
Edgewell personal care company,EPC,"",235522.0,10766000.0,0.00221261,,1739,235522.0,,new,0.4355442,Q4 2021,INDUSTRIALS,13F,12/31/2021,45.71,36.55
Syndax pharmaceuticals inc,SNDX,"",484900.0,10614000.0,0.00218137,,1740,484900.0,,new,0.8814401,Q4 2021,HEALTH CARE,13F,12/31/2021,21.89,18.14
Dynavax technologies corp,DVAX,"",750000.0,10553000.0,0.00216883,,1741,750000.0,,new,0.6003758,Q4 2021,HEALTH CARE,13F,12/31/2021,14.07,10.51
Plantronics inc,POLY,"",359468.0,10547000.0,0.0021676,,1742,359468.0,,new,0.8402934,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,29.34,40.05
Rocket pharmaceuticals inc,RCKT,"",482779.0,10539000.0,0.00216595,,1743,482779.0,,new,0.7484262,Q4 2021,HEALTH CARE,13F,12/31/2021,21.83,13.56
Cryoport inc,CYRX,"",177881.0,10525000.0,0.00216308,,1744,177881.0,,new,0.3579380,Q4 2021,HEALTH CARE,13F,12/31/2021,59.17,29.68
Inmode ltd,INMD,"",149066.0,10521000.0,0.00216225,,1745,149066.0,,new,0.1790771,Q4 2021,HEALTH CARE,13F,12/31/2021,70.58,30.4
Stock yards bancorp inc (s.y. bancorp inc),SYBT,"",163558.0,10448000.0,0.00214725,,1746,163558.0,,new,0.6143554,Q4 2021,FINANCE,13F,12/31/2021,63.88,52.16
Cimpress plc,CMPR,"",145201.0,10398000.0,0.00213697,,1747,145201.0,,new,0.5562991,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,71.61,60.46
American woodmark corp,AMWD,"",159256.0,10383000.0,0.00213389,,1748,159256.0,,new,0.9610745,Q4 2021,INDUSTRIALS,13F,12/31/2021,65.2,46.27
Enfusion inc,ENFN,"",495652.0,10379000.0,0.00213307,,1749,495652.0,,new,0.7557596,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,20.94,11.41
Sylvamo corp,SLVM,"",369740.0,10312000.0,0.0021193,,1750,369740.0,,new,0.8411769,Q4 2021,MATERIALS,13F,12/31/2021,27.89,36.83
Orion engineered carbons s.a,OEC,"",559238.0,10268000.0,0.00211026,,1751,559238.0,,new,0.9219818,Q4 2021,MATERIALS,13F,12/31/2021,18.36,15.29
Archrock inc,AROC,"",1366178.0,10219000.0,0.00210019,,1752,1366178.0,,new,0.8797232,Q4 2021,ENERGY,13F,12/31/2021,7.48,9.64
Live oak bancshares inc,LOB,"",116720.0,10188000.0,0.00209382,,1753,116720.0,,new,0.2669924,Q4 2021,FINANCE,13F,12/31/2021,87.29,46.97
Safety insurance group inc,SAFT,"",119704.0,10178000.0,0.00209176,,1754,119704.0,,new,0.8158729,Q4 2021,FINANCE,13F,12/31/2021,85.03,90.23
Qurate retail group inc series a (formerly liberty interactive),QRTEA,"",1336316.0,10156000.0,0.00208724,,1755,1336316.0,,new,0.3600642,Q4 2021,COMMUNICATIONS,13F,12/31/2021,7.6,4.43
Fubotv inc,FUBO,"",653381.0,10140000.0,0.00208395,,1756,653381.0,,new,0.4239620,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,15.52,5.56
Maxar technologies ltd,MAXR,"",343280.0,10137000.0,0.00208333,,1757,343280.0,,new,0.4714845,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,29.53,38.86
Scholastic corp.,SCHL,"",250357.0,10004000.0,0.002056,,1758,250357.0,,new,0.7641331,Q4 2021,COMMUNICATIONS,13F,12/31/2021,39.96,39.69
Rpt realty,RPT,"",746644.0,9990000.0,0.00205312,,1759,746644.0,,new,0.8794494,Q4 2021,REAL ESTATE,13F,12/31/2021,13.38,13.69
Biocryst pharmaceutical inc.,BCRX,"",717674.0,9940000.0,0.00204285,,1760,717674.0,,new,0.3886424,Q4 2021,HEALTH CARE,13F,12/31/2021,13.85,11.39
Focus financial partners inc,FOCS,"",166438.0,9940000.0,0.00204285,,1761,166438.0,,new,0.2548036,Q4 2021,FINANCE,13F,12/31/2021,59.72,42.86
Benchmark electronics  inc.,BHE,"",366667.0,9937000.0,0.00204223,,1762,366667.0,,new,1.0417174,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,27.1,23.38
Faro technologies inc.,FARO,"",141632.0,9917000.0,0.00203812,,1763,141632.0,,new,0.7779386,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,70.02,44.78
Orion office reit inc,ONL,"",529890.0,9893000.0,0.00203319,,1764,529890.0,,new,0.9357773,Q4 2021,REAL ESTATE,13F,12/31/2021,18.67,13.61
Marqeta inc,MQ,"",575697.0,9885000.0,0.00203154,,1765,575697.0,,new,0.1352079,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,17.17,11.22
Stride inc,LRN,"",295200.0,9839000.0,0.00202209,,1766,295200.0,,new,0.6899172,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,33.33,34.54
Ncino inc.,NCNO,"",179335.0,9838000.0,0.00202188,,1767,179335.0,,new,0.1879034,Q4 2021,FINANCE,13F,12/31/2021,54.86,40.83
Fuelcell energy inc,FCEL,"",1890756.0,9832000.0,0.00202065,,1768,1890756.0,,new,0.5156311,Q4 2021,INDUSTRIALS,13F,12/31/2021,5.2,5.26
S&t bancorp  inc. (indiana  pa),STBA,"",310645.0,9792000.0,0.00201243,,1769,310645.0,,new,0.8463566,Q4 2021,FINANCE,13F,12/31/2021,31.52,27.96
Tower semiconductor ltd,TSEM,"",246558.0,9789000.0,0.00201181,,1770,246558.0,,new,0.2264425,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,39.68,48.13
Inogen inc,INGN,"",287596.0,9778000.0,0.00200955,,1771,287596.0,,new,1.2649653,Q4 2021,HEALTH CARE,13F,12/31/2021,34.0,28.35
Heartland express  inc.,HTLD,"",579553.0,9748000.0,0.00200339,,1772,579553.0,,new,0.7342658,Q4 2021,TRANSPORTS,13F,12/31/2021,16.82,13.16
On holding ag,ONON,"",257647.0,9742000.0,0.00200215,,1773,257647.0,,new,0.0930592,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,37.81,24.82
Cardlytics inc,CDLX,"",146228.0,9664000.0,0.00198612,,1774,146228.0,,new,0.4333619,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,66.09,47.19
City holding co.,CHCO,"",117311.0,9595000.0,0.00197194,,1775,117311.0,,new,0.7786532,Q4 2021,FINANCE,13F,12/31/2021,81.79,76.31
Clearwater analytics holdings inc,CWAN,"",416287.0,9566000.0,0.00196598,,1776,416287.0,,new,0.8612048,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,22.98,19.75
Century aluminum co.,CENX,"",577033.0,9556000.0,0.00196393,,1777,577033.0,,new,0.6324924,Q4 2021,MATERIALS,13F,12/31/2021,16.56,27.41
Pros holdings inc,PRO,"",275957.0,9518000.0,0.00195612,,1778,275957.0,,new,0.6127172,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,34.49,30.1
Adt inc,ADT,"",1128121.0,9487000.0,0.00194975,,1779,1128121.0,,new,0.1470780,Q4 2021,INDUSTRIALS,13F,12/31/2021,8.41,6.99
Dillards inc.,DDS,"",38611.0,9460000.0,0.0019442,,1780,38611.0,,new,0.2499427,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,245.02,296.89
Ringcentral inc,RNG,"",50341.0,9431000.0,0.00193824,,1781,50341.0,,new,0.0595985,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,187.35,106.62
Dropbox inc,DBX,"",382278.0,9381000.0,0.00192796,,1782,382278.0,,new,0.1279135,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,24.54,23.07
Amc networks inc,AMCX,"",272347.0,9380000.0,0.00192776,,1783,272347.0,,new,0.8851694,Q4 2021,COMMUNICATIONS,13F,12/31/2021,34.44,38.05
Allegheny technologies inc,ATI,"",586787.0,9348000.0,0.00192118,,1784,586787.0,,new,0.4604141,Q4 2021,MATERIALS,13F,12/31/2021,15.93,30.33
Enanta pharmaceuticals inc,ENTA,"",124344.0,9298000.0,0.00191091,,1785,124344.0,,new,0.6056672,Q4 2021,HEALTH CARE,13F,12/31/2021,74.78,74.25
Madrigal pharmaceuticals inc,MDGL,"",109506.0,9280000.0,0.00190721,,1786,109506.0,,new,0.6402588,Q4 2021,HEALTH CARE,13F,12/31/2021,84.74,79.47
Hutchmed (china) ltd,HCM,"",263060.0,9228000.0,0.00189652,,1787,263060.0,,new,0.1521403,Q4 2021,HEALTH CARE,13F,12/31/2021,35.08,17.22
American axle & manufacturing holdings inc,AXL,"",982890.0,9170000.0,0.0018846,,1788,982890.0,,new,0.8585920,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,9.33,6.86
Playtika holding corp,PLTK,"",526808.0,9109000.0,0.00187206,,1789,526808.0,,new,0.1278372,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,17.29,19.58
Steelcase inc. class a,SCS,"",776711.0,9103000.0,0.00187083,,1790,776711.0,,new,0.8925483,Q4 2021,INDUSTRIALS,13F,12/31/2021,11.72,11.46
Fibrogen inc,FGEN,"",642504.0,9059000.0,0.00186179,,1791,642504.0,,new,0.6908499,Q4 2021,HEALTH CARE,13F,12/31/2021,14.1,11.82
Atlas corp,ATCO,"",637895.0,9045000.0,0.00185891,,1792,637895.0,,new,0.2574909,Q4 2021,TRANSPORTS,13F,12/31/2021,14.18,13.45
Now inc,DNOW,"",1058633.0,9041000.0,0.00185809,,1793,1058633.0,,new,0.9575291,Q4 2021,ENERGY,13F,12/31/2021,8.54,10.92
Overstock.com inc,OSTK,"",153052.0,9032000.0,0.00185624,,1794,153052.0,,new,0.3209555,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,59.01,38.41
Silvergate capital corp.,SI,"",60875.0,9022000.0,0.00185418,,1795,60875.0,,new,0.1924932,Q4 2021,FINANCE,13F,12/31/2021,148.2,118.18
Cognyte software ltd,CGNT,"",572521.0,8971000.0,0.0018437,,1796,572521.0,,new,0.8704454,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,15.67,7.54
Sfl corporation ltd,SFL,"",1091542.0,8896000.0,0.00182829,,1797,1091542.0,,new,0.7878247,Q4 2021,ENERGY,13F,12/31/2021,8.15,10.69
Liberty braves group series c,BATRK,"",314716.0,8844000.0,0.0018176,,1798,314716.0,,new,0.7681019,Q4 2021,COMMUNICATIONS,13F,12/31/2021,28.1,26.54
Summit hotel properties inc,INN,"",903340.0,8817000.0,0.00181205,,1799,903340.0,,new,0.8494751,Q4 2021,REAL ESTATE,13F,12/31/2021,9.76,9.71
Switch inc,SWCH,"",306309.0,8773000.0,0.00180301,,1800,306309.0,,new,0.2063394,Q4 2021,COMMUNICATIONS,13F,12/31/2021,28.64,30.81
Weis markets inc,WMK,"",131525.0,8665000.0,0.00178081,,1801,131525.0,,new,0.4889688,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,65.88,79.9
Jamf holding corp.,JAMF,"",227328.0,8641000.0,0.00177588,,1802,227328.0,,new,0.1901000,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,38.01,33.85
Yext inc,YEXT,"",863431.0,8565000.0,0.00176026,,1803,863431.0,,new,0.6581687,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,9.92,6.16
Uniqure n.v.,QURE,"",410983.0,8524000.0,0.00175183,,1804,410983.0,,new,0.8846528,Q4 2021,HEALTH CARE,13F,12/31/2021,20.74,18.75
Factset research systems inc,FDS,"",17498.0,8504000.0,0.00174772,,1805,17498.0,,new,0.0462945,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,486.01,420.57
Brookdale senior living inc.,BKD,"",1647938.0,8503000.0,0.00174752,,1806,1647938.0,,new,0.8893158,Q4 2021,HEALTH CARE,13F,12/31/2021,5.16,7.48
Brightspire capital inc,BRSP,"",823069.0,8445000.0,0.0017356,,1807,823069.0,,new,0.6349218,Q4 2021,REAL ESTATE,13F,12/31/2021,10.26,9.12
America movil s.a.b. de c.v. ads,AMX,"",400000.0,8444000.0,0.00173539,,1808,400000.0,,new,0.0184771,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,21.11,22.29
Skillz inc,SKLZ,"",1128595.0,8397000.0,0.00172573,,1809,1128595.0,,new,0.3308558,Q4 2021,FINANCE,13F,12/31/2021,7.44,2.4
Dyne therapeutics  inc.,DYN,"",703400.0,8363000.0,0.00171875,,1810,703400.0,,new,1.3621989,Q4 2021,HEALTH CARE,13F,12/31/2021,11.89,9.58
Noah holdings ltd adr,NOAH,"",268932.0,8254000.0,0.00169634,,1811,268932.0,,new,0.5904483,Q4 2021,FINANCE,13F,12/31/2021,30.69,21.67
Accolade  inc.,ACCD,"",312983.0,8250000.0,0.00169552,,1812,312983.0,,new,0.4674292,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,26.36,13.21
U.s. ecology  inc.,ECOL,"",257390.0,8221000.0,0.00168956,,1813,257390.0,,new,0.8167916,Q4 2021,INDUSTRIALS,13F,12/31/2021,31.94,47.94
Kezar life sciences inc,KZR,"",491500.0,8218000.0,0.00168895,,1814,491500.0,,new,0.8666487,Q4 2021,HEALTH CARE,13F,12/31/2021,16.72,14.99
Gossamer bio inc,GOSS,"",724800.0,8197000.0,0.00168463,,1815,724800.0,,new,0.9477345,Q4 2021,HEALTH CARE,13F,12/31/2021,11.31,8.85
Core laboratories n.v.,CLB,"",367277.0,8194000.0,0.00168401,,1816,367277.0,,new,0.7936455,Q4 2021,ENERGY,13F,12/31/2021,22.31,33.61
Camping world holdings inc,CWH,"",201597.0,8145000.0,0.00167394,,1817,201597.0,,new,0.4559592,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,40.4,26.81
Washington trust bancorp  inc.,WASH,"",144238.0,8131000.0,0.00167107,,1818,144238.0,,new,0.8322360,Q4 2021,FINANCE,13F,12/31/2021,56.37,48.78
Consensus cloud solutions inc,CCSI,"",140306.0,8120000.0,0.00166881,,1819,140306.0,,new,0.7049517,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,57.87,56.84
Pennant group  inc.,PNTG,"",351326.0,8109000.0,0.00166654,,1820,351326.0,,new,1.2314457,Q4 2021,HEALTH CARE,13F,12/31/2021,23.08,16.92
Discovery inc series c,DISCK,"",353420.0,8093000.0,0.00166326,,1821,353420.0,,new,0.1070429,Q4 2021,COMMUNICATIONS,13F,12/31/2021,22.9,
Coeur mining inc.,CDE,"",1581175.0,7969000.0,0.00163777,,1822,1581175.0,,new,0.6153537,Q4 2021,MATERIALS,13F,12/31/2021,5.04,5.27
Berkeley lights  inc.,BLI,"",438004.0,7963000.0,0.00163654,,1823,438004.0,,new,0.6474446,Q4 2021,HEALTH CARE,13F,12/31/2021,18.18,5.94
Columbia financial inc,CLBK,"",379706.0,7921000.0,0.00162791,,1824,379706.0,,new,0.3554918,Q4 2021,FINANCE,13F,12/31/2021,20.86,21.6
Compass minerals international inc,CMP,"",154124.0,7873000.0,0.00161804,,1825,154124.0,,new,0.4524475,Q4 2021,MATERIALS,13F,12/31/2021,51.08,65.54
Childrens place inc,PLCE,"",98093.0,7778000.0,0.00159852,,1826,98093.0,,new,0.6830090,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,79.29,51.7
Kearny financial corp,KRNY,"",586002.0,7765000.0,0.00159585,,1827,586002.0,,new,0.8054674,Q4 2021,FINANCE,13F,12/31/2021,13.25,12.43
Bancolombia sa adr,CIB,"",245000.0,7740000.0,0.00159071,,1828,245000.0,,new,0.2167555,Q4 2021,FINANCE,13F,12/31/2021,31.59,43.92
Atmos energy corp. (energas),ATO,"",73797.0,7732000.0,0.00158906,,1829,73797.0,,new,0.0544900,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,104.77,119.74
Scansource inc.,SCSC,"",219111.0,7686000.0,0.00157961,,1830,219111.0,,new,0.8557676,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,35.08,33.79
Lemonade  inc.,LMND,"",179607.0,7563000.0,0.00155433,,1831,179607.0,,new,0.2911601,Q4 2021,FINANCE,13F,12/31/2021,42.11,23.77
Blucora inc,BCOR,"",435136.0,7537000.0,0.00154899,,1832,435136.0,,new,0.9050216,Q4 2021,COMMUNICATIONS,13F,12/31/2021,17.32,20.06
Fresh del monte produce  inc.,FDP,"",270739.0,7472000.0,0.00153563,,1833,270739.0,,new,0.5687138,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,27.6,26.58
Ww intl inc,WW,"",462559.0,7461000.0,0.00153337,,1834,462559.0,,new,0.6606002,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,16.13,10.63
Tim s.p.a,TIIAY,"",635476.0,7397000.0,0.00152022,,1835,635476.0,,new,N/A,Q4 2021, ,13F,12/31/2021,,
Heron therapeutics inc,HRTX,"",808960.0,7386000.0,0.00151795,,1836,808960.0,,new,0.7920059,Q4 2021,HEALTH CARE,13F,12/31/2021,9.13,5.87
Pae inc,PAE,"",742500.0,7373000.0,0.00151528,,1837,742500.0,,new,N/A,Q4 2021,FINANCE,13F,12/31/2021,9.93,
La-z-boy inc,LZB,"",202167.0,7341000.0,0.00150871,,1838,202167.0,,new,0.4677371,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,36.31,27.22
Brown-forman corp. class a,BF.A,"",107370.0,7279000.0,0.00149596,,1839,107370.0,,new,0.0634667,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,67.79,64.26
Netgear  inc.,NTGR,"",248922.0,7271000.0,0.00149432,,1840,248922.0,,new,0.8478120,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,29.21,22.55
Axsome therapeutics inc,AXSM,"",192329.0,7266000.0,0.00149329,,1841,192329.0,,new,0.4998600,Q4 2021,HEALTH CARE,13F,12/31/2021,37.78,36.86
Forrester research inc,FORR,"",122672.0,7205000.0,0.00148076,,1842,122672.0,,new,0.6462203,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,58.73,55.75
State auto financial corp,STFC,"",138725.0,7171000.0,0.00147377,,1843,138725.0,,new,N/A,Q4 2021,FINANCE,13F,12/31/2021,51.69,
Glbl-e online ltd,GLBE,"",112645.0,7141000.0,0.0014676,,1844,112645.0,,new,0.0773443,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,63.39,29.98
Acco brands corp,ACCO,"",859157.0,7097000.0,0.00145856,,1845,859157.0,,new,0.8963437,Q4 2021,INDUSTRIALS,13F,12/31/2021,8.26,7.68
Zogenix inc,ZGNX,"",436251.0,7089000.0,0.00145692,,1846,436251.0,,new,N/A,Q4 2021,HEALTH CARE,13F,12/31/2021,16.25,
Icl group ltd,ICL,"",732218.0,7069000.0,0.00145281,,1847,732218.0,,new,0.0568867,Q4 2021,MATERIALS,13F,12/31/2021,9.67,12.68
Diver healthcare tr common shares of ben,DHC,"",2278014.0,7039000.0,0.00144664,,1848,2278014.0,,new,0.9531643,Q4 2021,REAL ESTATE,13F,12/31/2021,3.09,2.88
Delek us holdings inc.,DK,"",469427.0,7037000.0,0.00144623,,1849,469427.0,,new,0.6326795,Q4 2021,ENERGY,13F,12/31/2021,14.99,23.49
Neenah inc,NP,"",151380.0,7006000.0,0.00143986,,1850,151380.0,,new,0.9017692,Q4 2021,MATERIALS,13F,12/31/2021,46.28,39.44
Inovio pharmaceuticals inc,INO,"",1402804.0,7000000.0,0.00143863,,1851,1402804.0,,new,0.6667767,Q4 2021,HEALTH CARE,13F,12/31/2021,4.99,3.2
Lendingclub corp,LC,"",288200.0,6969000.0,0.00143225,,1852,288200.0,,new,0.2852225,Q4 2021,FINANCE,13F,12/31/2021,24.18,13.52
Graphite bio inc,GRPH,"",554167.0,6888000.0,0.00141561,,1853,554167.0,,new,0.9552821,Q4 2021,HEALTH CARE,13F,12/31/2021,,
Aarons holdings company  inc.,AAN,"",279269.0,6884000.0,0.00141478,,1854,279269.0,,new,0.9014981,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,24.65,21.38
Belden inc,BDC,"",104583.0,6874000.0,0.00141273,,1855,104583.0,,new,0.2324490,Q4 2021,INDUSTRIALS,13F,12/31/2021,65.73,49.06
Ttm technologies inc,TTMI,"",460210.0,6857000.0,0.00140924,,1856,460210.0,,new,0.4528296,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,14.9,13.6
Vocera communications inc,VCRA,"",105659.0,6851000.0,0.001408,,1857,105659.0,,new,N/A,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,64.84,
Agios pharmaceuticals inc,AGIO,"",205646.0,6760000.0,0.0013893,,1858,205646.0,,new,0.3763825,Q4 2021,HEALTH CARE,13F,12/31/2021,32.87,27.9
Isoplexis corp,ISO,"",733000.0,6736000.0,0.00138437,,1859,733000.0,,new,1.8816609,Q4 2021,HEALTH CARE,13F,12/31/2021,9.19,2.3
Wisdomtree investments inc,WETF,"",1100541.0,6735000.0,0.00138416,,1860,1100541.0,,new,0.7507803,Q4 2021,FINANCE,13F,12/31/2021,6.12,6.11
Armour residential reit inc,ARR,"",685710.0,6727000.0,0.00138252,,1861,685710.0,,new,0.7139180,Q4 2021,REAL ESTATE,13F,12/31/2021,9.81,7.96
Privia health group inc,PRVA,"",257222.0,6654000.0,0.00136752,,1862,257222.0,,new,0.2415263,Q4 2021, ,13F,12/31/2021,25.87,28.21
Agiliti inc,AGTI,"",287022.0,6647000.0,0.00136608,,1863,287022.0,,new,0.2188985,Q4 2021,HEALTH CARE,13F,12/31/2021,23.16,22.78
Intersect ent inc,XENT,"",243000.0,6636000.0,0.00136382,,1864,243000.0,,new,0.7192008,Q4 2021,HEALTH CARE,13F,12/31/2021,27.31,27.96
Ebix inc.,EBIX,"",218140.0,6631000.0,0.00136279,,1865,218140.0,,new,0.7058448,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,30.4,32.11
Galapagos nv adr,GLPG,"",120000.0,6616000.0,0.00135971,,1866,120000.0,,new,0.1830588,Q4 2021,HEALTH CARE,13F,12/31/2021,55.13,66.72
Innoviva inc,INVA,"",382261.0,6594000.0,0.00135518,,1867,382261.0,,new,0.5494979,Q4 2021,HEALTH CARE,13F,12/31/2021,17.25,19.03
Huya inc,HUYA,"",949094.0,6587000.0,0.00135375,,1868,949094.0,,new,1.1010912,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,6.94,4.53
Natus medical,NTUS,"",277397.0,6583000.0,0.00135292,,1869,277397.0,,new,0.8061955,Q4 2021,HEALTH CARE,13F,12/31/2021,23.73,26.05
Phreesia inc,PHR,"",156130.0,6504000.0,0.00133669,,1870,156130.0,,new,0.3047042,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,41.66,27.63
Buckle inc,BKE,"",153275.0,6485000.0,0.00133278,,1871,153275.0,,new,0.3078839,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,42.31,32.5
Myovant sciences ltd,MYOV,"",414986.0,6461000.0,0.00132785,,1872,414986.0,,new,0.4419216,Q4 2021,HEALTH CARE,13F,12/31/2021,15.57,11.33
Xilio therapeutics inc,XLO,"",400000.0,6400000.0,0.00131531,,1873,400000.0,,new,1.4561896,Q4 2021, ,13F,12/31/2021,16.0,6.04
Community trust bancorp  inc.,CTBI,"",145922.0,6364000.0,0.00130792,,1874,145922.0,,new,0.8159357,Q4 2021,FINANCE,13F,12/31/2021,43.61,39.96
Gates industrial corp plc,GTES,"",397830.0,6329000.0,0.00130072,,1875,397830.0,,new,0.1365490,Q4 2021,INDUSTRIALS,13F,12/31/2021,15.91,13.21
Plains gp holdings lp,PAGP,"",622299.0,6310000.0,0.00129682,,1876,622299.0,,new,0.3204542,Q4 2021,ENERGY,13F,12/31/2021,10.14,11.99
1st source corp,SRCE,"",127080.0,6303000.0,0.00129538,,1877,127080.0,,new,0.5134503,Q4 2021,FINANCE,13F,12/31/2021,49.6,44.24
Tristate capital holdings inc,TSC,"",207900.0,6291000.0,0.00129291,,1878,207900.0,,new,0.6190945,Q4 2021,FINANCE,13F,12/31/2021,30.26,33.91
Ehealth inc,EHTH,"",244871.0,6244000.0,0.00128325,,1879,244871.0,,new,0.9145865,Q4 2021,FINANCE,13F,12/31/2021,25.5,9.4
Fomento economico mexicano s.a.b. de cv adr,FMX,"",80339.0,6243000.0,0.00128305,,1880,80339.0,,new,0.0371737,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,77.71,78.83
American well corp.,AMWL,"",1027969.0,6209000.0,0.00127606,,1881,1027969.0,,new,3.7530270,Q4 2021,HEALTH CARE,13F,12/31/2021,6.04,3.77
Reynolds consumer products inc.,REYN,"",196481.0,6170000.0,0.00126805,,1882,196481.0,,new,0.0936398,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,31.4,29.12
Sohucom ltd ads,SOHU,"",376513.0,6130000.0,0.00125982,,1883,376513.0,,new,0.9578942,Q4 2021,COMMUNICATIONS,13F,12/31/2021,16.28,18.34
Loyalty ventures inc,LYLT,"",203269.0,6112000.0,0.00125613,,1884,203269.0,,new,0.8259091,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,30.07,15.01
Hayward holdings inc,HAYW,"",231754.0,6079000.0,0.00124934,,1885,231754.0,,new,0.0993329,Q4 2021,INDUSTRIALS,13F,12/31/2021,26.23,16.84
